method	gene	primary_AUROC	primary_AUPRC	primary_balanced_accuracy
rz	ACTL9	0.464487743557511	0.3525086938855204	0.535512256442489
rz	KRTAP4-11	0.464487743557511	0.3525086938855204	0.535512256442489
rz	KRTAP9-8	0.464487743557511	0.3525086938855204	0.535512256442489
rz	ZMAT3	0.464487743557511	0.34857396423918846	0.44956002514142046
z	GGPS1	0.464487743557511	0.34676515218851967	0.45505971087366437
z	SIK3	0.464487743557511	0.34669989389688777	0.4676304211187932
z	FGF7	0.464487743557511	0.3427669234440207	0.4442174732872407
rz	KRT2	0.464487743557511	0.3404894992273462	0.5507542426147077
z	MCM3AP	0.464487743557511	0.33888814022764235	0.4123192960402263
z	CPVL	0.464487743557511	0.33582192780669384	0.5218416090509114
rz	SNORD105	0.464487743557511	0.3341776327049261	0.5135135135135135
z	HSD17B12	0.46448774355751093	0.38805676414406837	0.44626021370207414
pct	LINC00333	0.46448774355751093	0.38347962530982094	0.5699245757385292
z	FBXL15	0.46448774355751093	0.3646140493604403	0.5230986800754243
z	BDKRB2	0.46448774355751093	0.3527382366659484	0.5601822752985544
z	KRTAP20-3	0.4644877435575109	0.37353408865036775	0.5175989943431805
z	MYH14	0.4643306096794469	0.36260671394537464	0.47014456316781894
rz	DGKD	0.4643306096794469	0.35288307599655455	0.40634820867379007
rz	MYCBP2-AS1	0.4643306096794469	0.35022207079125733	0.5092708988057826
z	SERPINB11	0.46433060967944684	0.37839529044524434	0.5086423632935261
z	MAGEA11	0.4643306096794468	0.4184541758270111	0.5186989314896291
rz	PTRH2	0.46417347580138285	0.3928247230150161	0.338152105593966
z	TMEM233	0.4641734758013828	0.4028497897077913	0.4660590823381521
rz	GNAZ	0.4641734758013828	0.39882659206082166	0.463073538654934
z	FKBP3	0.4641734758013828	0.3940046338489421	0.4145191703331238
z	SFXN1	0.4641734758013828	0.3934623791660438	0.5062853551225645
rz	TMOD2	0.4641734758013828	0.37160516509378044	0.47093023255813954
z	PPP2CB	0.4641734758013828	0.37118531277494843	0.5414833438089253
rz	PTGR1	0.4641734758013828	0.36775186423717054	0.5174418604651163
rz	FOXP2	0.4641734758013828	0.36479067236877005	0.3973915776241358
rz	ATOH1	0.4641734758013828	0.3600152737239641	0.4835009428032684
rz	OLIG3	0.4641734758013828	0.3600152737239641	0.4835009428032684
rz	TMEM239	0.4641734758013828	0.3600152737239641	0.4112193588937775
rz	KCTD3	0.4641734758013828	0.35940389481134427	0.4765870521684475
z	CSNK1A1L	0.4641734758013828	0.3589962072724915	0.4465744814582024
rz	VTI1B	0.4641734758013828	0.35689492682686436	0.463073538654934
rz	PKNOX1	0.4641734758013828	0.35636121555678546	0.4974858579509742
z	PTMS	0.4641734758013828	0.35457975966484645	0.4390320553111251
rz	PGAM1	0.4641734758013828	0.35424393987592734	0.40933375235700814
rz	PXYLP1	0.4641734758013828	0.3513415699134014	0.5235700817096166
z	CLK3	0.4641734758013828	0.35103478668006816	0.45663104965430545
rz	COL8A2	0.4641734758013828	0.3509237447709302	0.47988686360779387
rz	KLHL26	0.4641734758013828	0.35024949337831124	0.5399120050282841
pct	TFF1	0.4641734758013828	0.34950191670790126	0.5529541169076053
rz	ZRANB3	0.4641734758013828	0.34873284832300155	0.518541797611565
rz	CHD6	0.4641734758013828	0.34842487699342023	0.4765870521684475
z	ARSB	0.4641734758013828	0.3460978720316517	0.5744814582023885
z	TRMT13	0.4641734758013828	0.34243813719544147	0.4120050282840981
rz	THUMPD3-AS1	0.4641734758013828	0.3355045580926404	0.43180389692017596
rz	DCLRE1A	0.4641734758013828	0.3347593326508314	0.42096165933375235
rz	RPL32P3	0.4641734758013828	0.3341638711368615	0.4723444374607165
z	DHX37	0.4641734758013828	0.3294357310639609	0.507228158390949
z	RECK	0.4641734758013828	0.3268884675448062	0.5402262727844124
z	U2AF1	0.46417347580138274	0.39976056964089723	0.5025141420490258
pct	KRTAP10-1	0.46417347580138274	0.3793052853479808	0.48790069138906345
z	RAB36	0.46417347580138274	0.37573203175875375	0.3760213702074167
rz	GSC	0.46417347580138274	0.34953071661847734	0.34710873664362035
rz	RSBN1L	0.46417347580138274	0.34552458194333174	0.4160905091137649
z	RSL1D1	0.46417347580138274	0.34352090734508783	0.47124450031426773
z	YOD1	0.46417347580138274	0.34244935280100475	0.4626021370207417
rz	RERG	0.4641734758013827	0.38163116850108486	0.49010056568196103
z	YME1L1	0.4641734758013827	0.33672728902605953	0.4596165933375236
pct	MIR128-1	0.46401634192331875	0.36645154087190224	0.41986172218730355
z	CCDC184	0.4640163419233187	0.37852971422015635	0.5876807039597738
rz	PLAC8L1	0.4640163419233187	0.3543433234780728	0.4509742300439975
z	SNORD2	0.46401634192331864	0.39341248055989797	0.5499685732243872
rz	NPTX2	0.46401634192331864	0.349395477104808	0.46873035826524195
rz	CEACAM5	0.46401634192331864	0.3444423561621258	0.36439346323067257
rz	GPD1	0.46401634192331864	0.338168864177154	0.4011627906976744
rz	KREMEN1	0.46385920804525466	0.3296230916787562	0.4869578881206788
z	FAM9A	0.4638592080452546	0.415550163104293	0.37900691389063484
rz	EIF3B	0.4638592080452546	0.384675444209492	0.48035826524198616
z	RRAGA	0.4638592080452546	0.3819422166236952	0.45395977372721563
z	NUDT1	0.4638592080452546	0.3800692360476266	0.5254556882463859
z	SUGT1P3	0.4638592080452546	0.3768900559072364	0.4663733500942804
z	IL34	0.4638592080452546	0.37232761039287887	0.5741671904462602
z	UBE2K	0.4638592080452546	0.36087215808696266	0.5317410433689503
z	FNTA	0.4638592080452546	0.3597455624568576	0.4855436832181018
rz	NRF1	0.4638592080452546	0.35704104155958283	0.4127906976744186
rz	FAM90A27P	0.4638592080452546	0.3570333497532689	0.47674418604651164
rz	MIR4718	0.4638592080452546	0.3570333497532689	0.47674418604651164
rz	MBLAC1	0.4638592080452546	0.34957800166540276	0.5163419233186675
z	ABLIM1	0.4638592080452546	0.3493444329494314	0.4728158390949089
z	ADPRM	0.4638592080452546	0.3478960454733117	0.524198617221873
z	BET1	0.4638592080452546	0.34048407362261474	0.49827152734129476
rz	GLG1	0.4638592080452546	0.3326242395364642	0.4869578881206788
rz	CNBP	0.4638592080452546	0.33011045806717954	0.5380263984915148
rz	ANGPT4	0.4638592080452546	0.3273662590602444	0.5788812067881836
pct	MRGPRX1	0.46385920804525455	0.43502934183752684	0.5622250157133878
pct	ASB17	0.46385920804525455	0.43351810482325015	0.5603394091766185
z	MGST3	0.46385920804525455	0.3978506559694527	0.4627592708988058
z	THAP10	0.46385920804525455	0.3958005623092279	0.5130421118793211
pct	SPP2	0.46385920804525455	0.39578098822754737	0.5633249528598365
z	HSPD1	0.46385920804525455	0.3750305554832374	0.5065996228786926
rz	RAB22A	0.46385920804525455	0.37349337794135984	0.4258328095537398
z	WWC1	0.46385920804525455	0.37227604768131134	0.46228786926461346
rz	PSMD12	0.46385920804525455	0.3711223549532969	0.49497171590194844
rz	LINC00989	0.46385920804525455	0.3688378116992894	0.47438717787554996
z	SREK1IP1	0.46385920804525455	0.36766368198278265	0.44736015084852293
z	LY96	0.46385920804525455	0.3643358043319916	0.5197988686360779
z	CYP2F1	0.46385920804525455	0.3632085859070009	0.5197988686360779
pct	MIR454	0.46385920804525455	0.3599462216043065	0.43526084223758643
z	SNORD113-5	0.46385920804525455	0.3584593885464816	0.36847894406033943
z	KCTD3	0.46385920804525455	0.35823496306577707	0.5122564424890006
z	PLXNA3	0.46385920804525455	0.356918026505771	0.4765870521684475
rz	SORCS1	0.46385920804525455	0.3550591374965422	0.40634820867379007
z	MBD5	0.46385920804525455	0.35468097007588917	0.43148962916404776
rz	KLK14	0.46385920804525455	0.35419003609244515	0.48900062853551224
z	CTDSPL2	0.46385920804525455	0.3533964519620918	0.3489943431803897
rz	LRCH1	0.46385920804525455	0.3529827562948016	0.5226272784412319
rz	GCGR	0.46385920804525455	0.35287071946035786	0.5403834066624764
z	ITGA2B	0.46385920804525455	0.3490579975659245	0.4461030798240101
z	NAA16	0.46385920804525455	0.34842381143234535	0.3801068510370836
rz	CASP12	0.46385920804525455	0.3467511296299036	0.5061282212445003
z	PUS3	0.46385920804525455	0.34588870279078077	0.5061282212445003
rz	RCBTB1	0.46385920804525455	0.34479510176021355	0.4228472658705217
rz	BCO2	0.46385920804525455	0.34231602048407034	0.48397234443746073
rz	TP53INP1	0.46385920804525455	0.341581910263949	0.5196417347580138
rz	TXNRD2	0.46385920804525455	0.34068485436959395	0.4604022627278441
rz	SLC14A1	0.46385920804525455	0.3395977800878459	0.5161847894406034
rz	OS9	0.46385920804525455	0.33904231582120326	0.5815524827152734
rz	CDC42BPG	0.46385920804525455	0.3390316948804051	0.41341923318667506
z	RNF214	0.46385920804525455	0.33481879096158124	0.49292897548711506
z	PTPN23	0.46385920804525455	0.3312923343078463	0.5353551225644249
rz	RCAN3	0.4638592080452545	0.3846901089460417	0.4784726587052168
z	CENPP	0.4638592080452545	0.36927545652031696	0.5320553111250785
z	OR52N2	0.4638592080452545	0.3588241295802792	0.5021998742928976
z	KANSL1-AS1	0.4638592080452545	0.35786077711042646	0.5215273412947832
rz	MIR3197	0.4638592080452545	0.35437700052776233	0.4883720930232558
rz	MYOCD	0.4638592080452545	0.3515713098477948	0.48397234443746073
rz	SLC35A5	0.4638592080452545	0.34734021691607414	0.4536455059710873
rz	PBOV1	0.4638592080452545	0.3452681377630446	0.5081709616593337
z	CCDC80	0.4638592080452545	0.3332903994546643	0.47045883092394725
z	C6orf89	0.4638592080452545	0.3325557932993245	0.49371464487743555
z	TXNDC5	0.4637020741671905	0.35335145090191533	0.4131049654305468
pct	MCHR2	0.46370207416719045	0.38369782238751987	0.3857636706473916
rz	LIPI	0.46370207416719045	0.3653377490573282	0.4904148334380892
rz	CETN4P	0.46370207416719045	0.35086097185185733	0.4322752985543683
rz	CYP2C9	0.46370207416719045	0.3495793562429147	0.4214330609679447
rz	NR2F2-AS1	0.46370207416719045	0.3401625847534938	0.52828409805154
z	CCDC144A	0.46370207416719045	0.3382873852593071	0.5215273412947832
pct	XAGE3	0.4637020741671904	0.3766750285177176	0.5265556253928347
z	MARVELD2	0.46370207416719034	0.34883848680764495	0.44956002514142046
pct	DLGAP1-AS4	0.4635449402891264	0.3757064362842512	0.3493086109365179
rz	NDUFS2	0.4635449402891264	0.37500898901760726	0.4965430546825896
z	GNL2	0.4635449402891264	0.36514653496423416	0.4120050282840981
z	GPR155	0.4635449402891264	0.3550150971299683	0.5245128849780013
z	RIMBP2	0.4635449402891264	0.3520466694789239	0.47894406033940917
z	POLR2E	0.4635449402891264	0.3489281870807025	0.507228158390949
z	LRCH2	0.46354494028912635	0.4200074308752364	0.5505971087366436
rz	TTC9C	0.46354494028912635	0.3922928521910945	0.5059710873664363
z	GIT1	0.46354494028912635	0.3912826439150691	0.5850094280326839
rz	FBRS	0.46354494028912635	0.38289267914919345	0.48742928975487115
pct	UBQLN3	0.46354494028912635	0.37985427959847046	0.4512884978001257
rz	RAMP3	0.46354494028912635	0.37673861436159695	0.4800439974858579
z	GRPEL2	0.46354494028912635	0.3742516096109542	0.4022627278441232
rz	EXOSC2	0.46354494028912635	0.3716469176594642	0.33139534883720934
rz	ASB13	0.46354494028912635	0.36809150996337947	0.390634820867379
z	NPM3	0.46354494028912635	0.3665672850274366	0.5103708359522313
z	MAPK1IP1L	0.46354494028912635	0.3623586678302829	0.4893148962916405
rz	TSC22D1-AS1	0.46354494028912635	0.35684054741513005	0.345223130106851
rz	CHST11	0.46354494028912635	0.3562216181022624	0.5111565053425519
z	GUSBP3	0.46354494028912635	0.3556876995650905	0.3703645505971087
rz	PDS5A	0.46354494028912635	0.3554835215312415	0.4668447517284727
rz	APBB1	0.46354494028912635	0.3543298906391388	0.5655248271527341
rz	SNCG	0.46354494028912635	0.35030886488356605	0.4855436832181018
rz	AP4S1	0.46354494028912635	0.34896428607640884	0.42127592708988054
rz	GDPD3	0.46354494028912635	0.34451603034071343	0.5722815839094909
rz	FBXL19	0.46354494028912635	0.34359359185059035	0.5439974858579509
z	AVL9	0.46354494028912635	0.33666508951925045	0.38984915147705845
z	ATL3	0.46354494028912635	0.3364955327117951	0.424732872407291
rz	C6orf89	0.46354494028912635	0.3307400980204162	0.48397234443746073
rz	CAMTA2	0.4635449402891263	0.3881814641379862	0.4571024512884978
z	IRS4	0.4635449402891263	0.38378901617836697	0.5051854179761157
pct	SULT1C3	0.4635449402891263	0.3807493726153445	0.33956631049654307
z	MASP1	0.4635449402891263	0.3751039842782949	0.5201131363922061
z	ADIPOR2	0.4635449402891263	0.37099171897354927	0.4288183532369579
rz	HHIPL2	0.4635449402891263	0.37077119516669077	0.5438403519798869
z	MVP	0.4635449402891263	0.36169889837825525	0.5309553739786297
rz	TANGO2	0.4635449402891263	0.36099167955190203	0.43871778755499685
z	DDX54	0.4635449402891263	0.3588521485354947	0.5504399748585795
rz	HOXB-AS1	0.4635449402891263	0.35533945125494515	0.5207416719044626
rz	VWA5A	0.4635449402891263	0.35345108974987527	0.41011942174732874
z	FLJ42393	0.4635449402891263	0.3518836572100881	0.5043997485857951
z	CEBPG	0.4635449402891263	0.3514144052834307	0.4736015084852294
rz	ERF	0.4635449402891263	0.3508501384056357	0.4739157762413576
rz	PNRC1	0.4635449402891263	0.34538814269871887	0.34820867379006915
z	ENTPD1	0.4635449402891263	0.34244259374999236	0.37633563796354497
z	ZMYM6	0.4635449402891263	0.33870718411637657	0.5196417347580138
rz	PPARA	0.4635449402891263	0.33142863677746087	0.48585795097423
rz	HAS2-AS1	0.46354494028912624	0.35798773265818196	0.49937146448774355
rz	ARHGEF3-AS1	0.46354494028912624	0.35589086792322383	0.49512884978001254
rz	SAMSN1-AS1	0.46354494028912624	0.35589086792322383	0.49512884978001254
z	CDH7	0.46338780641106225	0.38309662894984914	0.47470144563167815
z	CTXN2	0.46338780641106225	0.37976915694137375	0.3819924575738529
rz	GNG8	0.46338780641106225	0.35815626237569065	0.4157762413576367
rz	PPP1R3D	0.46338780641106225	0.3553625869505498	0.498585795097423
pct	OR51I2	0.4633878064110622	0.38036532065314127	0.45490257699560027
z	SCGB1A1	0.4633878064110622	0.3656810990036426	0.37822124450031425
rz	LINC00327	0.4633878064110622	0.3509368636014624	0.4407605279698303
z	CALCR	0.4633878064110622	0.3488926945447006	0.45443117536140787
rz	PCDH10	0.4633878064110622	0.34825229804547697	0.5103708359522313
rz	FGF11	0.46338780641106214	0.3537202853644825	0.3639220615964802
rz	KRTAP1-1	0.46338780641106214	0.3517516304097905	0.5336266499057197
z	SNORA20	0.46338780641106214	0.34871536432291284	0.5120993086109366
z	CYP11A1	0.46338780641106214	0.3337472529842396	0.5128849780012571
z	POLR1E	0.46323067253299816	0.3955268428992841	0.4439032055311125
rz	FTX	0.46323067253299816	0.3679100721641872	0.5417976115650535
z	TFDP1	0.46323067253299816	0.367074254230734	0.49984286612193585
z	PPP1R26	0.46323067253299816	0.36556355690457953	0.3801068510370836
rz	NIPBL	0.46323067253299816	0.3581073883693475	0.5314267756128221
rz	GART	0.46323067253299816	0.34913886636960695	0.430389692017599
z	TMEM127	0.46323067253299816	0.3356673098614694	0.4869578881206788
z	MAGOHB	0.4632306725329981	0.3920468349365465	0.5076995600251414
z	MMP8	0.4632306725329981	0.38332284532925615	0.5421118793211817
rz	LIMD1-AS1	0.4632306725329981	0.3775450289548779	0.5147705845380264
z	NAP1L1	0.4632306725329981	0.37227573936548264	0.5103708359522313
z	ATXN3	0.4632306725329981	0.36243317800751157	0.4322752985543683
z	MOB2	0.4632306725329981	0.3624301995143019	0.43258956631049655
rz	CEP192	0.4632306725329981	0.3618963000006089	0.45333123821495913
rz	TMEM182	0.4632306725329981	0.3614399877952937	0.506913890634821
z	CLTC	0.4632306725329981	0.3603565573650141	0.5314267756128221
rz	LRRN3	0.4632306725329981	0.3601092628966015	0.5293840351979886
z	KCNIP1	0.4632306725329981	0.3601009594517228	0.42661847894406035
rz	A1BG	0.4632306725329981	0.3591772144237566	0.5050282840980516
z	SUPT16H	0.4632306725329981	0.35758844410469093	0.4465744814582024
rz	ZNF778	0.4632306725329981	0.3575335198588036	0.3801068510370836
z	FXYD5	0.4632306725329981	0.35740162511579743	0.4811439346323067
rz	FIGLA	0.4632306725329981	0.356811012710269	0.3725644248900063
z	PRKAA1	0.4632306725329981	0.3560396850302161	0.39660590823381525
z	LAMTOR5-AS1	0.4632306725329981	0.3557979131902211	0.4941860465116279
z	MRPS16	0.4632306725329981	0.35493272779378277	0.3500942803268385
rz	WT1-AS	0.4632306725329981	0.3543576740431636	0.5023570081709616
z	SCO1	0.4632306725329981	0.35383742367491294	0.44956002514142046
z	UBXN7	0.4632306725329981	0.3508691684817682	0.44908862350722817
rz	KRT23	0.4632306725329981	0.35024820958768327	0.5080138277812697
rz	FAM184A	0.4632306725329981	0.34908675361015035	0.4896291640477687
rz	CAHM	0.4632306725329981	0.3490107349409935	0.4714016341923319
z	ZC2HC1A	0.4632306725329981	0.3481937601044163	0.4926147077309868
z	SOBP	0.4632306725329981	0.3470361315265555	0.5122564424890006
z	MRPS28	0.4632306725329981	0.346081002863729	0.5163419233186675
z	BICD1	0.4632306725329981	0.3459782432403448	0.4750157133878064
z	NUDC	0.4632306725329981	0.34526623562577596	0.4809868007542426
rz	KIF18A	0.4632306725329981	0.34470630877212793	0.4160905091137649
z	GPAM	0.4632306725329981	0.34382867294710967	0.39849151477058453
rz	RRAS2	0.4632306725329981	0.34238685710190564	0.5120993086109366
z	MED11	0.4632306725329981	0.33633898996676986	0.5080138277812697
z	GMCL1	0.4632306725329981	0.3323208919794366	0.4978001257071024
z	CDH19	0.4632306725329981	0.3291594755474805	0.48130106851037086
rz	THBD	0.46323067253299804	0.43125004086280877	0.5815524827152734
pct	ADAM3A	0.46323067253299804	0.374385946498467	0.5452545568824638
pct	PIRT	0.46323067253299804	0.3727171428037448	0.6153362664990571
z	PLIN4	0.46323067253299804	0.34762011450835134	0.4074481458202388
rz	CHFR	0.46323067253299804	0.3450916149322108	0.4764299182903834
z	APH1A	0.46323067253299804	0.33946138546859755	0.4896291640477687
z	CYP2G1P	0.46323067253299804	0.329760576465399	0.5680389692017599
rz	COPB2	0.46307353865493406	0.3591489770641236	0.40933375235700814
z	NKAIN3	0.463073538654934	0.3791947914160196	0.5628535512256443
rz	AFAP1-AS1	0.463073538654934	0.3762601913801532	0.535512256442489
z	ZBTB16	0.463073538654934	0.37196374279463673	0.5565681961030798
z	SEC14L6	0.463073538654934	0.331325680559708	0.5278126964173475
z	RLN1	0.46307353865493395	0.3486217674680647	0.4393463230672533
rz	KAT6B	0.46291640477686996	0.36829112839424544	0.541169076052797
rz	GGCT	0.46291640477686996	0.35924166281633574	0.5395977372721559
rz	YWHAH	0.4629164047768699	0.39553151103495227	0.5149277184160905
z	HSPB8	0.4629164047768699	0.386626887768297	0.4657448145820239
pct	KRTAP4-2	0.4629164047768699	0.38235016177915754	0.3834066624764299
z	TXNDC12	0.4629164047768699	0.3804142699450766	0.4668447517284727
rz	MITF	0.4629164047768699	0.3796547509331794	0.5147705845380264
z	LINC00710	0.4629164047768699	0.37892859022693026	0.4044626021370208
z	IMP4	0.4629164047768699	0.3765983398058897	0.48852922690131995
rz	SPC24	0.4629164047768699	0.375086704344324	0.3917347580138278
z	FOXD4L1	0.4629164047768699	0.36862577402103996	0.4608736643620364
rz	PUSL1	0.4629164047768699	0.36370476714757416	0.4319610307982401
rz	SRPK2	0.4629164047768699	0.3618875201670445	0.51147077309868
z	MAGEC3	0.4629164047768699	0.3616768401204923	0.4138906348208674
z	GNAO1	0.4629164047768699	0.36122446267220415	0.491514770584538
rz	GALNT16	0.4629164047768699	0.358291521110452	0.4750157133878064
rz	OTOR	0.4629164047768699	0.3570951012811478	0.3860779384035198
z	ZSWIM4	0.4629164047768699	0.3552521610635111	0.5714959145191703
rz	TMEM245	0.4629164047768699	0.35344650365572594	0.475801382778127
rz	HSPA5	0.4629164047768699	0.3526036305640057	0.517127592708988
rz	TAX1BP1	0.4629164047768699	0.3496152208869093	0.47721558768070393
rz	SENP8	0.4629164047768699	0.34630756100446747	0.5012570710245129
rz	ZFAS1	0.4629164047768699	0.3429400139271902	0.5777812696417347
z	DGUOK	0.4629164047768699	0.3408999465936312	0.3879635449402891
rz	TOX4	0.4629164047768699	0.3391167133906067	0.47313010685103707
rz	WHAMMP3	0.4629164047768699	0.334286098176344	0.4558453802639849
z	ANKRD62	0.46291640477686985	0.3817188994876612	0.4663733500942804
rz	MAGEB17	0.46291640477686985	0.37735859333841565	0.46873035826524195
z	CWC27	0.46291640477686985	0.3610064212327592	0.48900062853551224
z	EFNA4	0.46291640477686985	0.3602006540241871	0.39817724701445634
z	MATR3	0.46291640477686985	0.3599553586344469	0.4830295411690761
rz	CDKN3	0.46291640477686985	0.3564647828093182	0.3936203645505971
z	HIPK2	0.46291640477686985	0.35643076277440616	0.5023570081709616
z	ZC3HC1	0.46291640477686985	0.35586338938641565	0.40414833438089254
z	STARD7	0.46291640477686985	0.3474783882967184	0.5823381521055939
z	RRAGD	0.46291640477686985	0.3456823132849033	0.4765870521684475
z	PPEF1	0.46291640477686985	0.34457667258811764	0.5366121935889377
z	TRPM1	0.46291640477686985	0.33980880053418305	0.4833438089252043
rz	MAFK	0.46291640477686985	0.337677726166696	0.5034569453174105
rz	LRRC40	0.46291640477686985	0.33557442070448573	0.48428661219358893
pct	BOD1L2	0.4627592708988058	0.4003907591116895	0.5622250157133878
z	KLK1	0.4627592708988058	0.33472732058512045	0.5061282212445003
z	LRRC37A	0.46275927089880575	0.3952051192442472	0.44924575738529227
rz	MRPL21	0.46275927089880575	0.37086395069160777	0.5234129478315525
z	AMTN	0.46275927089880575	0.36593195487074687	0.45757385292269015
rz	MPC1L	0.46275927089880575	0.36170741403299544	0.3879635449402891
z	FBXO24	0.46275927089880575	0.3473661204334547	0.47910119421747327
rz	SLC36A3	0.46275927089880575	0.33562008005548455	0.4822438717787555
z	LINC00920	0.46275927089880575	0.33000974022070484	0.37366436203645503
z	ARPC4	0.46260213702074177	0.3585041776887249	0.4742300439974859
z	SNORD113-2	0.4626021370207417	0.4022978340631271	0.424732872407291
z	PTH	0.4626021370207417	0.39894892231465745	0.4112193588937775
z	GSPT2	0.4626021370207417	0.3912268925864888	0.4641734758013828
z	AQR	0.4626021370207417	0.3734877155429568	0.4333752357008171
z	PRPSAP2	0.4626021370207417	0.3670190411996816	0.47093023255813954
rz	RCBTB2	0.4626021370207417	0.36559200727191254	0.4822438717787555
z	CTSF	0.4626021370207417	0.3650824419057925	0.49450031426775615
rz	SRD5A3	0.4626021370207417	0.3561679454800579	0.4973287240729101
rz	LINC00443	0.4626021370207417	0.353393309308375	0.4044626021370208
rz	MIR4261	0.4626021370207417	0.353393309308375	0.40179132620993085
rz	SNRPA	0.4626021370207417	0.3515539561309346	0.4923004399748586
z	EMC2	0.4626021370207417	0.34949882198171556	0.4044626021370208
rz	KMT2C	0.4626021370207417	0.34669121216475834	0.5204274041483344
z	TSSK3	0.4626021370207417	0.34505180709052796	0.475801382778127
rz	PDLIM2	0.4626021370207417	0.34322068607450074	0.48632935260842236
z	MDGA2	0.4626021370207417	0.34274183412680226	0.52561282212445
rz	ZNF546	0.4626021370207417	0.3425419408260629	0.5120993086109366
z	LRRC28	0.4626021370207417	0.34106325022674755	0.4225329981143935
rz	TMEM80	0.4626021370207417	0.3406466508835676	0.5120993086109366
rz	ALDH9A1	0.4626021370207417	0.33674374231143195	0.5488686360779385
z	ADAM9	0.4626021370207417	0.32891523437526826	0.5529541169076053
z	PDCD10	0.4626021370207417	0.32846259575603787	0.4666876178504086
rz	RAB41	0.46260213702074165	0.3909980903748596	0.5111565053425519
z	BAIAP2	0.46260213702074165	0.39084548001779634	0.5400691389063482
z	TSEN54	0.46260213702074165	0.38852280641881537	0.390634820867379
pct	LINC00111	0.46260213702074165	0.37417119718647185	0.6037083595223129
pct	WFDC13	0.46260213702074165	0.371910590751781	0.5111565053425519
pct	PRSS55	0.46260213702074165	0.37187147244322843	0.39692017598994345
z	DDX43	0.46260213702074165	0.3702335459376518	0.45395977372721563
z	TTPAL	0.46260213702074165	0.37011556352470315	0.46873035826524195
rz	VPS51	0.46260213702074165	0.3688831246913274	0.42850408548082963
pct	ISX	0.46260213702074165	0.36788402642153284	0.5025141420490258
z	WASF1	0.46260213702074165	0.36455576385532795	0.46008799497171593
z	MED13	0.46260213702074165	0.36454582171444716	0.48742928975487115
z	STAB1	0.46260213702074165	0.3589645785214816	0.504242614707731
rz	CASKIN2	0.46260213702074165	0.35417290830055637	0.5436832181018227
z	DNAJC28	0.46260213702074165	0.35403901538202465	0.5043997485857951
rz	NT5C3A	0.46260213702074165	0.353303251706372	0.509899434318039
rz	OIP5	0.46260213702074165	0.3510761564971655	0.49340037712130735
z	BCL10	0.46260213702074165	0.349656889681641	0.42174732872407295
rz	DPH5	0.46260213702074165	0.34932298578902476	0.45883092394720304
z	UBE2E2	0.46260213702074165	0.3484116137186508	0.4203331238214959
z	SNORD1B	0.46260213702074165	0.34420705877927316	0.5188560653676932
rz	ADAM10	0.46260213702074165	0.34364306487495433	0.4877435575109994
rz	FBXO11	0.46260213702074165	0.34133983824176095	0.563953488372093
rz	CDC27	0.46260213702074165	0.3411110757462763	0.48397234443746073
z	MKLN1	0.46260213702074165	0.3400353888883604	0.3868636077938403
rz	ADH5	0.46260213702074165	0.3386811193680447	0.4847580138277813
z	SCART1	0.46260213702074165	0.33676569382993893	0.4806725329981144
rz	LAMB3	0.46260213702074165	0.3306777640378781	0.5285983658076682
rz	HMGB3	0.4626021370207416	0.36807595433805557	0.4908862350722816
z	UBA2	0.4626021370207416	0.36375542776924474	0.5122564424890006
z	ZNF14	0.4626021370207416	0.3454529358351701	0.3741357636706474
rz	CDH12	0.4626021370207416	0.339707212392063	0.45144563167818985
rz	RNF223	0.4624450031426776	0.35502740153902945	0.3860779384035198
z	SMIM9	0.46244500314267756	0.3780626777210033	0.5584538026398491
z	KCTD8	0.46244500314267756	0.37358438531072663	0.5040854808296669
rz	VCX3A	0.46244500314267756	0.35680255028917385	0.48868636077938404
z	CLEC18C	0.46244500314267756	0.3508210772259319	0.3463230672532998
z	NACA2	0.46244500314267756	0.35024935524578527	0.5212130735386549
z	CLEC2L	0.4624450031426775	0.3825716644692569	0.4627592708988058
rz	NARS2	0.4624450031426775	0.332633994188798	0.5285983658076682
rz	CCDC18	0.4622878692646135	0.384233515817501	0.5430546825895664
rz	NFIB	0.4622878692646135	0.3717917244955097	0.5350408548082967
pct	SNORD111	0.4622878692646135	0.3689239820367876	0.5018856065367693
rz	SRPK1	0.4622878692646135	0.35820476703449156	0.40336266499057194
rz	DNAJC11	0.4622878692646135	0.3567517403691389	0.40854808296668765
z	FOXP4	0.4622878692646135	0.3536665537572956	0.4241043368950346
z	SF3B1	0.4622878692646135	0.3305649248638314	0.4850722815839095
z	PRSS56	0.46228786926461346	0.41386397644285644	0.49465744814582024
z	DNAJB6	0.46228786926461346	0.38238351676413346	0.4792583280955374
z	LGALS9C	0.46228786926461346	0.3761642116445861	0.5246700188560653
pct	GMNC	0.46228786926461346	0.36748738152701893	0.345223130106851
z	BEND3	0.46228786926461346	0.36326836796738343	0.45883092394720304
rz	KLHL9	0.46228786926461346	0.36250511767941673	0.4976429918290384
z	CD109	0.46228786926461346	0.36246459044526275	0.5174418604651163
rz	SSBP1	0.46228786926461346	0.36081196193184534	0.4660590823381521
rz	NAA10	0.46228786926461346	0.360626228315056	0.38984915147705845
z	GNPDA2	0.46228786926461346	0.3598598735441402	0.475801382778127
z	CASQ2	0.46228786926461346	0.3584826757824592	0.548240100565682
pct	MIR574	0.46228786926461346	0.3512543078511303	0.4626021370207417
